NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2018],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],ESCOLARIZACAO - PORCENTO [2010],IDHM [2010],MORTALIDADE - MORTALIDADE [2014],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Uruburetama,2313807,uruburetamense,JOSÉ HILSON DE PAIVA,97.072,21725,203.61,95.9,0.639,16.85,46252.58477,42868.59476,17862.64,
Uruoca,2313906,uruoquense,FRANCISCO KILSEM PESSOA AQUINO,696.754,13763,18.49,97.7,0.566,5.81,36175.66262,34549.30811,9040.85,
Varjota,2313955,varjotense,FRANCISCA CELIA RODRIGUES DE SOUSA,179.397,18368,98.07,96.6,0.611,12.35,3018.71884,46445.52672,12483.07,
Várzea Alegre,2314003,varzea-alegrense,JOSÉ HELDER MÁXIMO DE CARVALHO,835.709,40704,45.99,97,0.629,11.03,385.09328,73710.72478,7943.47,
Viçosa do Ceará,2314102,viçosense,JOSE FIRMINO DE ARRUDA,1311.628,60355,41.9,96.9,0.571,9.76,126024.7888,104188.0701,6357.65,
Afonso Cláudio,3200102,afonso-claudense,EDÉLIO FRANCISCO GUEDES,941.188,30720,32.68,94,0.667,15.71,80576.7727,69965.87355,14579.47,
Águia Branca,3200136,aguiabranquense,ANGELO ANTONIO CORTELETTI,454.448,9653,20.95,97.8,0.678,7.87,39083.22718,29097.85302,16454.37,
Água Doce do Norte,3200169,água-docense,PAULO MARCIO LEITE RIBEIRO,473.729,11131,24.85,98.7,0.652,7.58,34702.54102,36255.10902,12081.44,
Alegre,3200201,alegrense,JOSÉ GUILHERME GONÇALVES AGUILAR,772,30568,39.85,97.6,0.721,16.75,83442.06711,76070.96317,15145.44,
Alfredo Chaves,3200300,alfredense,FERNANDO VIDEIRA LAFAYETTE,615.677,14566,22.66,98.6,0.71,24,48604.90169,44738.57504,23295.87,
Alto Rio Novo,3200359,alto-rio-novense,LUIZ AMÉRICO BOREL,227.617,7798,32.14,97.3,0.664,-,26258.90205,21926.6124,10709.54,
Anchieta,3200409,anchietense,FABRÍCIO PETRI,409.691,28736,58.41,99.1,0.73,4.42,297133.3965,217215.6294,25397.92,
Apiacá,3200508,apiacaense,FABRICIO GOMES THEBALDI,193.984,7580,38.72,96.9,0.673,20.2,24049.97923,22633.13349,11766.2,
Aracruz,3200607,aracruzense,JONES CAVAGLIERI,1420.285,99305,57.47,98.4,0.752,7.87,425272.219,371809.2098,47644.02,
Atilio Vivacqua,3200706,atilio-vivacquense,ALMIR LIMA BARROS,232.868,11765,44.08,97.6,0.708,18.18,37510.54777,31766.08089,22858.06,
Baixo Guandu,3200805,guanduense,JOSE DE BARROS NETO,909.039,30862,31.71,97.2,0.702,20.05,83754.81807,72768.3765,20780.92,
Barra de São Francisco,3200904,franciscano,ALENCAR MARIM,944.521,44315,43.16,96.2,0.683,7.97,113435.6335,97508.08958,18814.93,
Boa Esperança,3201001,esperancense,LAURO VIEIRA DA SILVA,428.716,14982,33.14,97.5,0.679,20.2,48400.69793,43652.05383,14288.79,
Bom Jesus do Norte,3201100,bom-jesuense,MARCOS ANTONIO TEIXEIRA DE SOUZA,89.084,9910,106.37,98.8,0.734,60.34,28812.99073,24019.30038,13116.9,
Brejetuba,3201159,brejetubense,JOAO DO CARMO DIAS,354.404,12381,34.62,97.4,0.656,5.81,36352.74587,31792.34999,20275.59,
Cachoeiro de Itapemirim,3201209,cachoeirense,VICTOR DA SILVA COELHO,864.583,207324,216.23,97.2,0.746,11.99,454213.6412,363262.0186,22904.87,
Cariacica,3201308,cariaciquense,GERALDO LUZIA DE OLIVEIRA JUNIOR,279.718,378603,1246.12,94.8,0.718,12.15,613728.2078,527566.9103,19215.53,
Castelo,3201407,castelense,LUIZ CARLOS PIASSI,663.515,37317,52.32,97.8,0.726,8.51,86793.02382,80300.11553,23339.54,
Colatina,3201506,colatinense,SERGIO MENEGUELLI,1398.219,121580,78.9,98.6,0.746,13.05,333428.3329,316490.6241,26270.72,
Conceição da Barra,3201605,barrense,FRANCISCO BERNHARD VERVLOET,1182.587,30849,24.01,98.3,0.681,26.7,92610.73127,86430.67529,13408.56,
Conceição do Castelo,3201704,conceiçãocense,CHRISTIANO SPADETTO,369.778,12638,31.64,98.1,0.67,11.17,39547.8283,36314.35529,15993.99,
Divino de São Lourenço,3201803,são-lourencense,ELEARDO APARICIO COSTA BRASIL,174.039,4338,25.97,97.8,0.632,34.48,19789.67411,17091.96987,14309.32,
Domingos Martins,3201902,martinense,WANZETE KRUGER,1229.21,33711,25.93,96.5,0.669,12.68,114844.2987,95087.20845,19908.4,
Dores do Rio Preto,3202009,rio-pretense,CLEUDENIR JOSÉ DE CARVALHO NETO,159.298,6727,40.16,94.1,0.654,-,27296.97323,23096.78037,18333.31,
Ecoporanga,3202108,ecoporanguense,ELIAS DAL COL,2285.369,23014,10.16,98,0.662,21.67,64949.76398,51121.99439,14195.33,
Fundão,3202207,fundãoense,JOILSON ROCHA NUNES,286.854,21061,58.97,98.7,0.718,8.3,64563.15782,56556.05742,18058.93,
Governador Lindenberg,3202256,lindenberguense,GERALDO LOSS,360.016,12535,30.19,97.6,0.694,26.55,36288.1125,32188.51464,15222.64,
Guaçuí,3202306,guaçuiense,VERA LUCIA COSTA,468.185,30607,59.47,96.9,0.703,13.22,81802.57039,75126.185,18334.27,
Guarapari,3202405,guarapariense,EDSON FIGUEIREDO MAGALHÃES,589.825,122982,177.1,96.2,0.731,5.12,304897.0439,273349.3014,17098.94,
Ibatiba,3202454,ibatibense,LUCIANO MIRANDA SALGADO,240.278,25732,92.98,97.3,0.647,11.7,57827.313,51341.40032,12898.65,
Ibiraçu,3202504,ibiraçuense,EDUARDO MAROZZI ZANOTTI,201.248,12365,55.54,97.7,0.726,12.27,40159.82599,35787.47223,18648.46,
Ibitirama,3202553,ibitiranense,REGINALDO SIMÃO DE SOUZA,330.874,8919,27.15,96.4,0.622,6.94,30261.0385,29413.91869,16506.04,
Iconha,3202603,iconhense,JOAO PAGANINI,203.528,13745,61.53,98.8,0.729,7.04,53460.46834,44995.66633,20787.84,
Irupi,3202652,irupiense,CARLOS HENRIQUE EMERICK STORCK,184.807,13226,63.52,96.3,0.637,6.1,37204.39835,33184.02207,17627.35,
Itaguaçu,3202702,itaguaçuense,DARLY DETTMANN,535.021,14109,26.59,98.7,0.702,6.58,42696.73154,37269.34796,16575.42,
Itapemirim,3202801,itapemirinense,LUCIANO DE PAIVA ALVES,550.709,34032,55.15,97.6,0.654,8.93,381848.4688,369600.7193,57370.27,
Itarana,3202900,itaranense,ADEMAR SCHNEIDER,295.189,10619,36.42,97,0.684,19.8,34374.6133,30283.12414,18192.73,
Iúna,3203007,iunense,WELITON VIRGILIO PEREIRA,460.586,29030,59.27,97.4,0.666,18.52,65186.671,59094.90751,14480.7,
Jaguaré,3203056,jaguarense,ROGERIO FEITANI,659.751,29904,37.41,96.9,0.678,9.65,91331.87263,84580.82259,16786.67,
Jerônimo Monteiro,3203106,monteirense,SERGIO FARIAS FONSECA,162.202,11744,67.16,98.5,0.698,8,38388.94962,34069.03553,11263.91,
João Neiva,3203130,joão-neivense,OTAVIO ABREU XAVIER,284.734,16614,55.52,98.7,0.753,14.49,59209.0814,45848.60489,20065.87,
Laranja da Terra,3203163,laranjense,JOSAFÁ STORCH,458.37,10961,23.62,97.5,0.656,-,31473.64704,27743.18176,11655.36,
Linhares,3203205,linharense,GUERINO LUIZ ZANON,3496.263,170364,40.33,97.7,0.724,9.37,614845.4708,470722.3496,31705.48,
Mantenópolis,3203304,mantenopolisense,HERMINIO BENJAMIN HESPANHOL,321.418,15194,42.35,99.2,0.657,11.76,40661.19578,35896.62883,9506.24,
Marataízes,3203320,marataizense,ROBERTINO BATISTA DA SILVA,130.268,38108,256.55,98,0.696,16.19,170678.8584,188935.9838,29171.51,
Marechal Floriano,3203346,florianense,JOAO CARLOS LORENZONI,285.495,16464,49.98,98.5,0.71,8.03,55386.66876,51736.8177,23083.88,
Marilândia,3203353,marilandense,GEDER CAMATA,327.642,12700,35.94,97.7,0.696,26.32,36748.19786,32324.30994,17775.24,
Mimoso do Sul,3203403,mimosense,ANGELO GUARÇONI JUNIOR,869.439,26191,29.79,97.2,0.67,6.62,70206.98481,63382.902,16475.97,
Montanha,3203502,montanhense,IRACY CARVALHO MACHADO BALTAR FERNANDES,1099.06,18770,16.24,98.8,0.667,10.87,57156.90692,49343.84086,17598.86,
Mucurici,3203601,mucuriciense,OSVALDO FERNANDES DE OLIVEIRA JUNIOR,540.529,5552,10.47,98.9,0.666,21.28,27480.32255,23218.79664,12931.95,
Muniz Freire,3203700,muniz-freirense,CARLOS BRAHIM BAZZARELLA,678.804,17613,27.08,96.7,0.645,8.06,55706.83661,51499.70748,16311.14,
Muqui,3203809,muquiense,CARLOS RENATO PRÚCOLI,327.268,15370,43.96,97.7,0.694,5.1,37243.06426,34299.33853,10783.05,
Nova Venécia,3203908,veneciano,MARIO SERGIO LUBIANA,1439.572,49780,31.92,98,0.712,8.9,130400.2446,115049.2845,19002.96,
Pancas,3204005,panquense,SIDICLEI GILES DE ANDRADE,837.842,23059,25.96,97.2,0.667,22.52,49070.14699,44593.75763,9047.41,
Pedro Canário,3204054,canariense,BRUNO TEÓFILO ARAÚJO,433.453,25982,54.84,97.5,0.654,15.5,64430.19171,52630.87007,11041.42,
Pinheiros,3204104,pinheirense,ARNOBIO PINHEIRO SILVA,973.136,26763,24.55,97.4,0.673,16.35,69573.6681,59362.34208,15474.98,
Piúma,3204203,piumense,JOSE RICARDO PEREIRA DA COSTA,74.046,21363,242.18,98.4,0.727,6.13,79702.88843,69659.64405,16584.72,
Ponto Belo,3204252,pontobelense,SERGIO MURILO MOREIRA COELHO,360.11,7784,19.35,98.7,0.669,45.45,24753.88704,21459.59,10517.49,
Presidente Kennedy,3204302,kennediense,AMANDA QUINTA RANGEL,594.897,11488,17.66,97.1,0.657,-,359667.5398,335144.9757,169012.45,
Rio Bananal,3204351,ribanense,FELISMINO ARDIZZON,641.929,19009,27.3,95.4,0.681,12.24,82159.50653,59092.63948,21030.04,
Rio Novo do Sul,3204401,novense-do-sul,THIAGO FIORIO LONGUI,204.464,11618,55.42,97.8,0.711,6.62,37471.72525,31142.64838,15855.76,
Santa Leopoldina,3204500,leopoldinense,VALDEMAR LUIZ HORBELT COUTINHO,718.097,12300,17.05,93.6,0.626,7.87,41684.93473,35615.80182,15562.7,
Santa Maria de Jetibá,3204559,santa-mariense,HILÁRIO ROEPKE,735.239,39849,46.46,95.9,0.671,7.34,126685.5498,94690.06263,26239.09,
Santa Teresa,3204609,teresense,GILSON ANTONIO DE SALES AMARO,683.219,23392,31.94,98.2,0.714,7.04,72317.04775,62374.5215,18035.85,
São Domingos do Norte,3204658,dominguense,PEDRO AMARILDO DALMONTE,298.58,8589,26.79,93.7,0.682,10.99,33445.69662,27060.74041,25862.16,
São Gabriel da Palha,3204708,gabrielense,LUCELIA PIM FERREIRA DA FONSECA,434.887,37361,73.26,96.5,0.709,26.43,88086.24917,74501.4559,15153.52,
São José do Calçado,3204807,calçadense,JOSÉ CARLOS DE ALMEIDA,273.489,10566,38.06,97.1,0.688,19.11,34844.72793,30261.33914,15946.79,
São Mateus,3204906,mateense,DANIEL SANTANA BARBOSA,2346.047,128542,46.62,97.3,0.735,13.08,270566.8532,253784.0867,15983.29,
São Roque do Canaã,3204955,são-roquense,RUBENS CASOTTI,341.944,12318,32.96,99.3,0.7,10.31,31966.25143,27047.43849,14373.45,
Serra,3205002,serrano,AUDIFAX CHARLES PIMENTEL BARCELOS,547.631,507598,741.85,96.9,0.739,9.58,1197645.849,1108686.658,37088.81,
Sooretama,3205010,sooretamense,ALESSANDRO BROEDEL TOREZANI,587.036,29449,40.66,95.1,0.662,8.79,71774.74363,56927.23892,17054.19,
Vargem Alta,3205036,vargem-altense,JOÃO CHRISOSTOMO ALTOE,417.76,21207,46.25,98.3,0.663,15.09,65927.15224,51845.37074,17863.8,
Venda Nova do Imigrante,3205069,venda-novense,BRAZ DELPUPO,185.909,24800,109.98,98.9,0.728,8.96,66372.19963,57779.8483,22503.03,
Viana,3205101,vianense,GILSON DANIEL BATISTA,312.279,76954,207.84,94.8,0.686,7.98,201219.7671,168215.8171,27509.98,
Vila Pavão,3205150,pavoense,IRINEU WUTKE,433.257,9171,20.02,97.3,0.681,8.77,29213.85171,23286.54907,16263.45,
Vila Valério,3205176,vila-valeriense,ROBSON PARTELI,470.343,14087,29.42,96.9,0.675,-,48688.53307,39097.37221,16515.54,
Vila Velha,3205200,vila-velhense,MAX FREITAS MAURO FILHO,210.225,486208,1973.59,96.8,0.8,12.53,943960.9479,799078.5769,23011.31,
Vitória,3205309,capixaba,LUCIANO SANTOS REZENDE,97.123,358267,3338.3,97.6,0.845,9.78,1665698.98,1508160.736,60427.74,
Brasília,5300108,brasiliense,-,5760.783,2974703,444.66,97.5,0.824,11.42,20665448,19008773,79099.77,
NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2018],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],ESCOLARIZACAO - PORCENTO [2010],IDHM [2010],MORTALIDADE - MORTALIDADE [2014],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Abadia de Goiás,5200050,abadiense,ROMES GOMES E SILVA,147.256,8583,46.85,97.2,0.708,32.47,35644.53804,30190.8877,20664.57,
Abadiânia,5200100,abadianense,JOSE APARECIDO ALVES DINIZ,1045.127,19614,15.08,94.3,0.689,29.13,45743.81048,40518.07995,15628.4,
Acreúna,5200134,acreunense,EDMAR OLIVEIRA ALVES NETO,1565.997,22182,12.95,97.1,0.686,23.97,69963.05917,64395.62778,28048.9,
Adelândia,5200159,adelandense,JOAQUIM DOS REIS PEREIRA,115.353,2517,21.47,100,0.702,0,12780.34678,11340.786,12481.14,
Água Fria de Goiás,5200175,água-friense,JOSÉ EDUARDO OLIVEIRA NETO,2029.416,5676,2.51,97.4,0.671,18.18,18592.62308,17048.44293,49715.24,
Água Limpa,5200209,água-limpense,VALDIR INACIO DO PRADO,452.858,1872,4.45,97.4,0.722,-,15934.6702,13860.20279,22038.95,
Águas Lindas de Goiás,5200258,águas lindense,OSMARILDO ALVES DE SOUSA,192.392,207070,846.02,96.6,0.686,18.19,318867.7123,261959.1394,8510.85,
Alexânia,5200308,alexaniense,ALLYSSON SILVA LIMA,847.893,27288,28.09,97,0.682,15.04,73422.68484,67957.2004,52951.89,
Aloândia,5200506,aloandense,SINOMAR JOSE DO CARMO,102.16,2005,20.08,98.1,0.697,0,13201.27554,10952.0547,18672.82,
Alto Horizonte,5200555,alto horizontino,LUIZ BORGES DA CRUZ,503.764,6218,8.94,97,0.719,10.53,69116.92295,54918.72124,69673.86,
Alto Paraíso de Goiás,5200605,alto-paraisense,MARTINHO MENDES DA SILVA,2593.905,7558,2.65,98,0.713,22.22,28163.12745,24889.05869,21484.13,
Alvorada do Norte,5200803,alvoradense,IOLANDA HOLICENI MOREIRA DOS SANTOS,1259.366,8614,6.42,98,0.66,7.46,29941.35374,25461.49669,13101.98,
Amaralina,5200829,amaralinense,VANDEILSON GONÇALVES LIMA,1343.237,3778,2.56,92.2,0.609,-,16252.58399,14383.88094,13710.48,
Americano do Brasil,5200852,americanense-do-Brasil,MARIA SUELI DA SILVA ROSA QUEIROZ,133.563,6057,41.24,97.4,0.7,-,14738.77499,13424.40813,13707.17,
Amorinópolis,5200902,amorinopolense,SILVIO ISAC DE SOUZA,408.525,3185,8.83,98.4,0.681,-,13814.4434,12717.50524,15863.76,
Anápolis,5201108,anapolino,ROBERTO NAVES E SIQUEIRA,933.156,381970,358.58,96.3,0.737,12.72,1023805.92,1030856.111,35372.45,
Anhanguera,5201207,anhanguerino,FRANCISCO DA SILVA,56.95,1137,17.91,100,0.725,-,12037.81074,11096.04417,14291.76,
Anicuns,5201306,anicuense,JOSE JORGE DE SOUZA,979.23,21717,20.67,98.4,0.714,-,73589.95641,50672.12445,18907.07,
Aparecida de Goiânia,5201405,aparecidense,GUSTAVO MENDANHA MELO,278.539,565957,1580.27,95.3,0.718,13.08,1074025.745,903381.9826,22514.94,
Aparecida do Rio Doce,5201454,riodocense,FRANCISCA ABADIA DE RESENDE,602.133,2474,4.03,93.3,0.693,-,19127.66933,18960.881,29396.37,
Aporé,5201504,aporeano,RENATO SIROTTO CARVALHO,2900.053,4163,1.31,99.1,0.693,-,30816.71296,27852.47774,73609.2,
Araçu,5201603,araçuense,JOELTON BERNARDO DA COSTA,149.371,3560,25.53,99,0.693,-,14893.57757,12680.21201,13826.1,
Aragarças,5201702,aragarcense,JOSÉ ELIAS FERNANDES,664.53,19959,27.61,98.3,0.732,9.74,37360.04907,32630.07277,10897.66,
Aragoiânia,5201801,aragoianense,NAUGINEL ANTUNES DO PRADO,218.661,10116,38.1,98,0.684,61.95,26718.64341,24529.41229,10318.54,
Araguapaz,5202155,araguapaense,MARCIA BERNARDINO DE SOUZA REZENDE,2193.7,7756,3.42,97.8,0.674,21.28,21196.22081,19087.9606,14622.77,
Arenópolis,5202353,arenopolino,FLÁVIO JÚNIOR VILELA,1074.595,2689,3.05,100,0.687,-,15422.35179,13911.34783,30767.47,
Aruanã,5202502,aruanense,HERMANO DE CARVALHO,3055.292,9635,2.46,97.5,0.675,14.08,30834.56862,25799.19592,18184.9,
Aurilândia,5202601,aurilandense,RUBENS BATISTA DE QUEIROZ,565.34,3184,6.46,97.5,0.7,-,15499.30472,13954.3068,16113.79,
Avelinópolis,5202809,avelinopense,FABIO ALVES NETO,174.235,2425,14.11,97.9,0.66,-,13912.11202,11808.83597,18425.35,
Baliza,5203104,balizense,FERNANDA NOLASCO VANDERLEY,1784.844,4992,2.08,98.6,0.655,40,17210.45043,14545.0844,15828.43,
Barro Alto,5203203,barro-altense,ANTONIO LUCIANO BATISTA DE LUCENA,1093.248,10922,7.97,99,0.742,16.53,72452.18,59240.08559,77671.72,
Bela Vista de Goiás,5203302,bela-vistense,NARCIA KELLY ALVES DA SILVA,1275.849,29448,19.56,98.3,0.716,16.44,86393.60111,70653.03762,28950.93,
Bom Jardim de Goiás,5203401,bom-jardinense,ODAIR SIVIRINO LEONEL,1899.506,8813,4.43,98.1,0.67,27.78,22709.94019,20149.34253,16231.26,
Bom Jesus de Goiás,5203500,bom-jesuense,DANIEL VIEIRA RAMOS,1405.028,24776,14.75,98.4,0.701,11.9,73377.5673,64617.64484,32368.53,
Bonfinópolis,5203559,bonfinopolino,KELTON PINHEIRO,123.427,9488,61.62,98.8,0.683,26.55,24536.91,17835.3908,8096.93,
Bonópolis,5203575,bonopolino,CRISTINA BEATRIZ RODRIGUES DE OLIVEIRA M,1628.486,4316,2.15,98.1,0.63,51.28,17951.60413,14709.24839,22457.55,
Brazabrantes,5203609,brazabrantino,MARCIO ANTONIO MACHADO,123.072,3659,26.26,99.2,0.701,22.22,14759.27793,13235.59474,31857.99,
Britânia,5203807,britaniense,MARCONNI PIMENTA DA SILVA,1463.006,5761,3.77,97.6,0.672,-,19559.58609,19161.63681,17975.85,
Buriti Alegre,5203906,buriti-alegrense,ANDRÉ DE SOUSA CHAVES,895.456,9433,10.11,96.9,0.71,-,32074.18418,28123.91955,31622.05,
Buriti de Goiás,5203939,buritiense,EDMAR BORGES DE LIMA,199.292,2501,12.85,99.4,0.687,-,17388.40977,13327.08416,14273.85,
Buritinópolis,5203962,buritinopolense,ANA PAULA SOARES DOURADO,247.047,3302,13.44,98.7,0.704,-,15817.31403,14512.07849,24767.22,
Cabeceiras,5204003,cabeceirense,EVERTON FRANCISCO DE MATOS,1126.912,7939,6.52,96.4,0.668,42.02,20845.41385,19154.69182,34393.25,
Cachoeira Alta,5204102,cachoeira-altense,KELSON SOUZA VILARINHO,1654.554,12297,6.38,98,0.71,7.58,35319.35061,33587.46256,21782.23,
Cachoeira de Goiás,5204201,cachoeirense,GERALDO ANTONIO NETO,422.751,1361,3.35,100,0.727,-,12269.89874,10414.87852,17600.3,
Cachoeira Dourada,5204250,cachoeirense-do-sul,NATALIA CAMARDELLI CAJAZEIRA PRATES,521.134,8102,15.84,98.8,0.698,43.48,54504.40839,48741.06561,114807.73,
Caçu,5204300,caçuense,ANA CLÁUDIA LEMOS OLIVEIRA,2251.01,15743,5.9,98.7,0.73,11.83,64607.71671,57664.49092,53694.65,
Caiapônia,5204409,caiaponiense,CAIO DE SOUSA PEREIRA LIMA,8635.129,18715,1.94,97.2,0.693,10.75,53434.25777,45430.20004,34636.37,
Caldas Novas,5204508,calda-novense,EVANDO MAGAL ABADIA CORREIA SILVA,1608.439,89087,44.16,97.3,0.733,16.88,256050.4674,246501.153,26695.2,
Caldazinha,5204557,caldazinhense,EDIMON BORGES DE OLIVEIRA,249.691,3759,13.25,93.3,0.685,-,14178.97745,12820.47688,12144.12,
Campestre de Goiás,5204607,campestrino,FABIANO QUEIROZ CAPUZZO,273.815,3610,12.37,97.7,0.653,20,14697.20967,12279.7235,13525.88,
Campinaçu,5204656,campinaçuense,MILSON ALVES MAGALHAES,1974.375,3649,1.85,93.5,0.631,-,17305.12283,8753.94581,13341.5,
Campinorte,5204706,campinortense,FRANCISCO CORREA SOBRINHO,1067.193,12486,10.41,99.1,0.688,12.35,28027.39206,24272.58721,15917.97,
Campo Alegre de Goiás,5204805,campo-alegrense,JOSÉ ANTÔNIO NETO SIQUEIRA,2462.993,7437,2.46,98.7,0.694,-,37518.14102,30796.18678,55960.2,
Campo Limpo de Goiás,5204854,campolimpense,ARIVART ALVES DE SOUSA,159.557,7636,39.11,97.2,0.661,18.02,18983.79408,17099.15657,11314.24,
Campos Belos,5204904,campo-belense,CARLOS EDUARDO PEREIRA TERRA,724.074,19764,25.43,99.4,0.692,14.58,49292.31221,44316.77979,12562.82,
Campos Verdes,5204953,campo-verdense,HAROLDO NAVES SOARES,441.645,2459,11.37,97,0.654,-,18443.69178,14146.70935,11984.88,
Carmo do Rio Verde,5205000,carmo-rio-verdino,DELSON JOSÉ  SANTOS,418.544,9976,21.33,99.4,0.713,7.63,33632.666,23301.82311,25795.29,
Castelândia,5205059,castelandense,MARCOS ANTÔNIO CARLOS,297.977,3464,12.23,92.8,0.701,35.71,17336.40638,14480.07305,23482.92,
Catalão,5205109,catalano,ADIB ELIAS JUNIOR,3821.463,106618,22.67,97.1,0.766,11.07,410029.2907,322085.2629,58559.74,
Caturaí,5205208,caturaiense,DIVINA APARECIDA ZAGO SOUSA,205.078,5038,22.61,98,0.664,37.74,17190.8491,14552.93691,14316.01,
Cavalcante,5205307,cavalcantense,JOSEMAR SARAIVA FREIRE,6953.666,9693,1.35,92.9,0.584,8.13,27958.72907,28408.7381,25303.89,
Ceres,5205406,ceresino,RAFAELL DIAS MELO,214.322,22074,96.69,99.3,0.775,3.6,88715.9101,79890.4842,22670.01,
Cezarina,5205455,cezarinense,ARTUR FRANCO DE ALMEIDA FILHO,415.811,8507,18.15,97.8,0.711,8.06,31692.18771,28972.8547,32385.23,
Chapadão do Céu,5205471,chapadense,ROGERIO PIANEZZOLA,2185.124,9842,3.2,93.3,0.742,-,77308.95618,64106.70635,121054.33,
Cidade Ocidental,5205497,ocidentalense,FÁBIO CORREA DE OLIVEIRA,390.959,69829,143.38,97.2,0.717,20.29,133844.754,116762.1133,10694.22,
Cocalzinho de Goiás,5205513,cocalzinhense,ALAIR GONÇALVES RIBEIRO,1789.039,19971,9.73,95.2,0.657,8.77,55933.25739,48610.34294,14789.79,
Colinas do Sul,5205521,colinense,NILO ADRIANO ALMEIDA PASSOS,1708.187,3404,2.06,95.2,0.658,-,18726.79448,17131.5278,11540.49,
Córrego do Ouro,5205703,corregorino,MURILO CESAR DA SILVA,462.304,2364,5.69,97.2,0.686,29.41,15095.79596,12939.17589,17697.49,
Corumbá de Goiás,5205802,corumbaense,CELIO FLEURY,1061.955,11050,9.76,96.6,0.68,-,30837.58,26925.20475,12933.88,
Corumbaíba,5205901,corumbaibense,WISNER ARAÚJO DE ALMEIDA,1883.665,9574,4.34,95.5,0.698,-,45987.99031,39302.60273,48718.78,
Cristalina,5206206,cristalinense,DANIEL SABINO VAZ,6163.806,57759,7.56,95.6,0.699,10.63,65346.57405,156584.7453,42330.24,
Cristianópolis,5206305,cristianopolino,JAIRO GOMES PEREIRA  JUNIOR,225.359,2968,13.01,98.7,0.688,0,19141.94866,16994.52278,22427.18,
Crixás,5206404,crixasense,PLINIO LUIS NUNES DE PAIVA,4661.168,16852,3.38,96.7,0.708,16.6,55896.73683,50983.71525,23428.26,
Cromínia,5206503,crominiense,GILVANDER ALVES PEREIRA,364.105,3500,9.76,95.7,0.706,-,12953.37578,12904.64081,17814.81,
Cumari,5206602,cumarino,JOAO BATISTA DAVI RIOS,570.543,2871,5.2,99.7,0.737,-,16794.7588,13610.99525,20105.8,
Damianópolis,5206701,damianopolino,GILMAR JOSE FERREIRA,415.349,3315,7.93,100,0.654,-,15079.66361,12300.97625,9047.6,
Damolândia,5206800,damolandense,AMERICO OSÓRIO DOS SANTOS E SILVA,84.495,2923,32.51,98.6,0.697,-,13522.52083,12519.44335,12583.33,
Davinópolis,5206909,davinopolino,DIOGO ROSA NUNES,481.296,2094,4.27,98.5,0.716,90.91,20059.2868,18659.2507,148316.37,
Diorama,5207105,dioramense,VALERIA FERREIRA DOS SANTOS,687.348,2488,3.61,100,0.729,0,14488.63873,11601.75121,19679.01,
Doverlândia,5207253,doverlandense,ZILDA DE REZENDE ARAUJO MACHADO,3221.752,7398,2.45,96.4,0.668,10.31,29417.36089,22810.54514,26788.69,
Edealina,5207352,edealinense,WINICIUS ARANTES DE MIRANDA,603.654,3710,6.18,98.6,0.702,54.05,19387.72023,17933.86254,63109.02,
Edéia,5207402,edeiense,ELSON TAVARES DE FREITAS,1461.503,12276,7.71,98.2,0.739,-,47367.91154,41146.82175,58818.79,
Estrela do Norte,5207501,estrela-nortense,WAGNEY SILVESTRE COSTA,301.642,3286,11.01,97.8,0.707,22.22,15725.02562,13464.3501,13092.37,
Faina,5207535,fainense,TIAGO LOBO FAVORETTO PEREIRA DE SOUZA,1945.658,6678,3.59,97.9,0.65,32.79,24521.30501,22397.52349,15673.49,
Fazenda Nova,5207600,fazenda-novense,AFRANIO FERREIRA FILHO,1281.42,5722,4.93,88.5,0.685,-,19886.36,14265.19201,16436.75,
Firminópolis,5207808,firminopolense,JORGE JOSE DE SOUZA,423.649,13131,27.33,98.1,0.732,21.51,28721.43284,26208.4864,12227.44,
Flores de Goiás,5207907,florense,JADIEL FERREIRA DE OLIVEIRA,3709.427,16100,3.25,96.6,0.597,43.48,29754.69676,27558.6547,9487.18,
Formosa,5208004,formosense,ERNESTO GUIMARAES ROLLER,5813.637,119506,17.22,96.6,0.744,14.64,239603.6485,224544.381,18456.69,
Formoso,5208103,formosense,ALESSANDRA SOUZA CARVALHO ROSA,844.289,4325,5.78,96.8,0.715,-,16231.89559,14909.45459,12971.17,
Gameleira de Goiás,5208152,gameleirense,WILSON TAVARES DE SOUSA JUNIOR,588.551,3753,5.53,99.5,0.659,28.57,19577.55008,17779.29159,34753.16,
Divinópolis de Goiás,5208301,divinopolino,CHARLEY RODRIGUES TOLENTINO,830.971,4830,5.97,97.1,0.653,22.73,19354.36801,17513.18609,11745.9,
Goianápolis,5208400,goianapolino,FRANCISCO DE MORAES,169.013,11239,65.84,96.4,0.703,11.7,31393.54105,27021.06969,14700.31,
Goiandira,5208509,goiandirense,ODEMIR MOREIRA DE MELO,564.686,5574,9.32,98.6,0.76,78.95,18642.80701,16014.21956,20122.06,
